"symbol","ensembl","entrezgeneid","human_mirbase_id","human_mirbase_name","name","Other_B_Myoblast_Healthy_M180","Other_B_Myoblast_Healthy_M194","Other_B_Myoblast_Healthy_V1024","Other_B_Myoblast_DMD_M197","Other_B_Myoblast_DMD_M202","Other_B_Myoblast_DMD_M418","Other_B_Myotube_Healthy_M180","Other_B_Myotube_Healthy_M194","Other_B_Myotube_Healthy_V1024","Other_B_Myotube_DMD_M197","Other_B_Myotube_DMD_M202","Other_B_Myotube_DMD_M418","G1B_D0_Healthy_M180","G1B_D0_Healthy_M194","G1B_D0_Healthy_M398","G1B_D0_DMD_M197","G1B_D0_DMD_M202","G1B_D0_DMD_M418","G1B_D03_Healthy_M180","G1B_D03_Healthy_M194","G1B_D03_Healthy_M398","G1B_D03_DMD_M197","G1B_D03_DMD_M202","G1B_D03_DMD_M418","G1B_D10_Healthy_M180","G1B_D10_Healthy_M194","G1B_D10_Healthy_M398","G1B_D10_DMD_M197","G1B_D10_DMD_M202","G1B_D10_DMD_M418","G1B_D17_Healthy_M180","G1B_D17_Healthy_M194","G1B_D17_Healthy_M398","G1B_D17_DMD_M197","G1B_D17_DMD_M202","G1B_D17_DMD_M418","G1B_D25_Healthy_M180","G1B_D25_Healthy_M194","G1B_D25_Healthy_M398","G1B_D25_DMD_M197","G1B_D25_DMD_M202","G1B_D25_DMD_M418"
"3062","MIR4474","ENSG00000264941",100616441,"MIMAT0019001","hsa-miR-4474-3p","microRNA 4474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,1.45,0,0,0,0,0.66,2.42,0.79,1.09,0.28,0.41,0.27,0,0,0,0.47,0
"3063","MIR4474","ENSG00000264941",100616441,"MI0016826","hsa-mir-4474","microRNA 4474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,1.45,0,0,0,0,0.66,2.42,0.79,1.09,0.28,0.41,0.27,0,0,0,0.47,0
"3064","MIR4475","ENSG00000266255",100616289,"MIMAT0019002","hsa-miR-4475","microRNA 4475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0.66,0,0,1.09,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3065","MIR4475","ENSG00000266255",100616289,"MI0016827","hsa-mir-4475","microRNA 4475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0.66,0,0,1.09,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3066","MIR4476","ENSG00000265368",100616456,"MI0016828","hsa-mir-4476","microRNA 4476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3067","MIR4476","ENSG00000265368",100616456,"MIMAT0019003","hsa-miR-4476","microRNA 4476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3068","MIR4477A","ENSG00000276029",100616184,NA,NA,"microRNA 4477a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0
"3069","MIR4478","ENSG00000266583",100616312,"MIMAT0019006","hsa-miR-4478","microRNA 4478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3070","MIR4478","ENSG00000266583",100616312,"MI0016831","hsa-mir-4478","microRNA 4478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3071","MIR4479","ENSG00000266507",100616480,"MIMAT0019011","hsa-miR-4479","microRNA 4479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.84,0,1.51,0,0,0.41,0,0,0,1,0,0,0,0,0.22,0.28,0.41,0,0,0,0,0,0
"3072","MIR4479","ENSG00000266507",100616480,"MI0016838","hsa-mir-4479","microRNA 4479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.84,0,1.51,0,0,0.41,0,0,0,1,0,0,0,0,0.22,0.28,0.41,0,0,0,0,0,0
"3073","MIR448","ENSG00000199001",554212,"MI0001637","hsa-mir-448","microRNA 448",0,0,0,1.09,0,0,0,0,0,0,0,0,33.84,44.19,14.4,42.71,14.03,57.73,9.38,13.45,0.66,9.83,7.69,5.47,0.82,0.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3074","MIR448","ENSG00000199001",554212,"MIMAT0001532","hsa-miR-448","microRNA 448",0,0,0,1.09,0,0,0,0,0,0,0,0,33.84,44.19,14.4,42.71,14.03,57.73,9.38,13.45,0.66,9.83,7.69,5.47,0.82,0.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3075","MIR4480","ENSG00000263584",100616151,"MI0016841","hsa-mir-4480","microRNA 4480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0
"3076","MIR4480","ENSG00000263584",100616151,"MIMAT0019014","hsa-miR-4480","microRNA 4480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0
"3077","MIR4482-1",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,2,0,1.44,0,0,0,0,0,0.41,0,1.36,0,0,0,0.66,1.08,1.18,0.44,0,0,0,1.1,0,0.53,0,0
"3078","MIR4484","ENSG00000265092",100616327,"MIMAT0019018","hsa-miR-4484","microRNA 4484",4.05,2.41,1.74,0.54,4.46,0,1.23,0,1.68,2.18,0,0,1.99,2.06,4.11,2.85,6.01,7.22,4.33,0,1.33,0,1.18,8.75,2.06,1.45,0.91,4.08,0,1.98,2.29,1.62,0.79,1.09,1.41,1.65,0.8,4.38,1.5,1.05,0.47,0.61
"3079","MIR4484","ENSG00000265092",100616327,"MI0016845","hsa-mir-4484","microRNA 4484",4.05,2.41,1.74,0.54,4.46,0,1.23,0,1.68,2.18,0,0,1.99,2.06,4.11,2.85,6.01,7.22,4.33,0,1.33,0,1.18,8.75,2.06,1.45,0.91,4.08,0,1.98,2.29,1.62,0.79,1.09,1.41,1.65,0.8,4.38,1.5,1.05,0.47,0.61
"3080","MIR4486","ENSG00000265210",100616118,"MIMAT0019020","hsa-miR-4486","microRNA 4486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3081","MIR4486","ENSG00000265210",100616118,"MI0016847","hsa-mir-4486","microRNA 4486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3082","MIR4487","ENSG00000264583",100616222,"MIMAT0019021","hsa-miR-4487","microRNA 4487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3083","MIR4487","ENSG00000264583",100616222,"MI0016848","hsa-mir-4487","microRNA 4487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3084","MIR4488","ENSG00000266006",100616470,"MI0016849","hsa-mir-4488","microRNA 4488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3085","MIR4488","ENSG00000266006",100616470,"MIMAT0019022","hsa-miR-4488","microRNA 4488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3086","MIR4489","ENSG00000265874",100616284,"MIMAT0019023","hsa-miR-4489","microRNA 4489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
"3087","MIR4489","ENSG00000265874",100616284,"MI0016850","hsa-mir-4489","microRNA 4489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
"3088","MIR4490","ENSG00000266703",100616186,"MIMAT0019025","hsa-miR-4490","microRNA 4490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.1,0,0,0,0
"3089","MIR4490","ENSG00000266703",100616186,"MI0016852","hsa-mir-4490","microRNA 4490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.1,0,0,0,0
"3090","MIR4491","ENSG00000264032",100616330,"MI0016853","hsa-mir-4491","microRNA 4491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3091","MIR4491","ENSG00000264032",100616330,"MIMAT0019026","hsa-miR-4491","microRNA 4491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3092","MIR4492","ENSG00000264211",100616376,"MIMAT0019027","hsa-miR-4492","microRNA 4492",0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0.22,0,0,0,0,2.26,0.53,0.47,0.91
"3093","MIR4492","ENSG00000264211",100616376,"MI0016854","hsa-mir-4492","microRNA 4492",0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0.22,0,0,0,0,2.26,0.53,0.47,0.91
"3094","MIR4493","ENSG00000265357",100616319,"MI0016855","hsa-mir-4493","microRNA 4493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3095","MIR4493","ENSG00000265357",100616319,"MIMAT0019028","hsa-miR-4493","microRNA 4493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3096","MIR4494","ENSG00000264906",100616478,"MI0016856","hsa-mir-4494","microRNA 4494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3097","MIR4494","ENSG00000264906",100616478,"MIMAT0019029","hsa-miR-4494","microRNA 4494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3098","MIR4495","ENSG00000265861",100616287,"MI0016857","hsa-mir-4495","microRNA 4495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3099","MIR4495","ENSG00000265861",100616287,"MIMAT0019030","hsa-miR-4495","microRNA 4495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3100","MIR4497","ENSG00000263510",100616454,"MI0016859","hsa-mir-4497","microRNA 4497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0.22,0,0,0,0,0,0,0.47,0
"3101","MIR4497","ENSG00000263510",100616454,"MIMAT0019032","hsa-miR-4497","microRNA 4497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0.22,0,0,0,0,0,0,0.47,0
"3102","MIR4498","ENSG00000266704",100616179,"MIMAT0019033","hsa-miR-4498","microRNA 4498",0,1.2,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0.45,0,0,0,0,1.35,0.39,0,0.28,0,0,1.1,0,0.53,0,0
"3103","MIR4498","ENSG00000266704",100616179,"MI0016860","hsa-mir-4498","microRNA 4498",0,1.2,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0.45,0,0,0,0,1.35,0.39,0,0.28,0,0,1.1,0,0.53,0,0
"3104","MIR4499","ENSG00000263978",100616304,"MIMAT0019035","hsa-miR-4499","microRNA 4499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105","MIR4499","ENSG00000263978",100616304,"MI0016862","hsa-mir-4499","microRNA 4499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3106","MIR449A","ENSG00000198983",554213,NA,NA,"microRNA 449a",8.1,3.61,0.87,1.09,8.92,0,0,5.69,0.56,4.36,5.45,9.92,1.99,3.08,2.06,0.95,0,0,10.83,13.45,3.98,12.85,9.46,6.57,0.41,2.91,1.81,0,0,0.66,1.31,1.08,0.39,0.22,1.41,0,0.8,2.19,1.5,0.53,0.95,2.13
"3107","MIR449B","ENSG00000207728",693123,NA,NA,"microRNA 449b",0,0,2.61,0.54,2.23,0,1.23,0,0,0,0,2.48,1.99,1.03,0,0.95,2,2.41,2.89,3.36,1.99,0.76,1.18,1.09,0.82,0,0,0,0,0,0.98,0,0.79,0.44,0,0,0.53,2.19,0,0,0,0
"3108","MIR449C","ENSG00000251856",100313923,NA,NA,"microRNA 449c",1.35,0,0,0.54,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,5.05,8.4,7.95,3.02,1.18,1.09,1.65,1.45,2.27,0,0,0.66,0.66,0.27,0.39,0,0,0.41,0,0,2.26,0.53,0,0.3
"3109","MIR4500","ENSG00000266052",100616182,"MI0016863","hsa-mir-4500","microRNA 4500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3110","MIR4500","ENSG00000266052",100616182,"MIMAT0019036","hsa-miR-4500","microRNA 4500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3111","MIR4502","ENSG00000265450",100616227,"MI0016865","hsa-mir-4502","microRNA 4502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,2.41,0,0,1.99,0.76,0,2.19,0,0.48,0,1.36,0,0,0,0.27,0.79,0.22,0,0,0,0,0,0,0,0
"3112","MIR4502","ENSG00000265450",100616227,"MIMAT0019038","hsa-miR-4502","microRNA 4502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,2.41,0,0,1.99,0.76,0,2.19,0,0.48,0,1.36,0,0,0,0.27,0.79,0.22,0,0,0,0,0,0,0,0
"3113","MIR4503","ENSG00000266327",100616280,"MI0016866","hsa-mir-4503","microRNA 4503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3114","MIR4503","ENSG00000266327",100616280,"MIMAT0019039","hsa-miR-4503","microRNA 4503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3115","MIR4504","ENSG00000264712",100616261,"MIMAT0019040","hsa-miR-4504","microRNA 4504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3116","MIR4504","ENSG00000264712",100616261,"MI0016867","hsa-mir-4504","microRNA 4504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3117","MIR4505","ENSG00000264741",100616158,"MI0016868","hsa-mir-4505","microRNA 4505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3118","MIR4505","ENSG00000264741",100616158,"MIMAT0019041","hsa-miR-4505","microRNA 4505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3119","MIR4506","ENSG00000265768",100616140,"MI0016869","hsa-mir-4506","microRNA 4506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3120","MIR4506","ENSG00000265768",100616140,"MIMAT0019042","hsa-miR-4506","microRNA 4506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3121","MIR4508","ENSG00000265673",100616275,"MIMAT0019045","hsa-miR-4508","microRNA 4508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3122","MIR4508","ENSG00000265673",100616275,"MI0016872","hsa-mir-4508","microRNA 4508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3123","MIR4509-1","ENSG00000276941",100616223,"MI0016873","hsa-mir-4509-1","microRNA 4509-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3124","MIR4509-2","ENSG00000266039",100616228,"MI0016874","hsa-mir-4509-2","microRNA 4509-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3125","MIR4509-3","ENSG00000263964",100616382,"MI0016875","hsa-mir-4509-3","microRNA 4509-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3126","MIR450A1","ENSG00000199132",554214,NA,NA,"microRNA 450a-1",5.4,1.2,2.61,1.63,0,0,7.36,4.55,1.12,2.18,0,2.48,1.99,0,0,0,0,7.22,2.17,0.84,0.66,0,0,0,5.35,1.94,0.91,0,3.01,3.3,4.59,4.58,7.5,4.36,3.95,5.35,10.95,7.67,9.03,4.74,4.27,6.71
"3127","MIR450A2","ENSG00000207755",574505,NA,NA,"microRNA 450a-2",9.45,7.22,2.61,6.53,4.46,0,28.22,17.06,13.45,6.54,12.72,12.4,7.96,9.25,0,15.18,18.04,4.81,7.22,3.36,2.65,1.51,1.18,5.47,16.05,6.3,4.53,2.72,5.02,8.58,36.69,32.04,36.73,22.67,26.54,24.29,58.76,47.12,73.74,36.36,38.92,34.45
"3128","MIR450B","ENSG00000216001",100126302,NA,NA,"microRNA 450b",1.35,4.81,2.61,1.63,2.23,0,6.13,3.41,5.04,0,0,7.44,13.94,16.44,0,9.49,10.02,2.41,7.22,1.68,2.65,4.54,6.51,3.28,39.91,28.09,10.42,17.66,21.08,24.42,105.16,89.4,70.3,41.64,137.79,92.65,130.88,130.4,159.53,87.48,163.26,76.21
"3129","MIR4510","ENSG00000265098",100616293,"MIMAT0019047","hsa-miR-4510","microRNA 4510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3130","MIR4510","ENSG00000265098",100616293,"MI0016876","hsa-mir-4510","microRNA 4510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3131","MIR4511","ENSG00000264737",100616379,"MIMAT0019048","hsa-miR-4511","microRNA 4511",0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.39,0,0,0,0,0,0,0,0,0
"3132","MIR4511","ENSG00000264737",100616379,"MI0016877","hsa-mir-4511","microRNA 4511",0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.39,0,0,0,0,0,0,0,0,0
"3133","MIR4512","ENSG00000266589",100616149,"MI0016878","hsa-mir-4512","microRNA 4512",0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0
"3134","MIR4512","ENSG00000266589",100616149,"MIMAT0019049","hsa-miR-4512","microRNA 4512",0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0
"3135","MIR4513","ENSG00000264386",100616183,"MIMAT0019050","hsa-miR-4513","microRNA 4513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3136","MIR4513","ENSG00000264386",100616183,"MI0016879","hsa-mir-4513","microRNA 4513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3137","MIR4514","ENSG00000265855",100616181,"MI0016880","hsa-mir-4514","microRNA 4514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3138","MIR4514","ENSG00000265855",100616181,"MIMAT0019051","hsa-miR-4514","microRNA 4514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3139","MIR4515","ENSG00000263643",100616404,"MI0016881","hsa-mir-4515","microRNA 4515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0
"3140","MIR4515","ENSG00000263643",100616404,"MIMAT0019052","hsa-miR-4515","microRNA 4515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0
"3141","MIR4516","ENSG00000265867",100616258,"MIMAT0019053","hsa-miR-4516","microRNA 4516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3142","MIR4516","ENSG00000265867",100616258,"MI0016882","hsa-mir-4516","microRNA 4516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3143","MIR4517","ENSG00000284541",100616487,"MI0016883","hsa-mir-4517","microRNA 4517",1.35,0,0.87,0,2.23,0,0,0,0,0,0,0,0,3.08,4.11,3.8,0,7.22,5.77,1.68,1.33,1.51,2.96,2.19,0.41,0,3.62,0,5.02,1.98,0,0.81,1.18,1.53,0.56,2.06,0,1.1,0,0,0.47,0
"3144","MIR4517","ENSG00000284541",100616487,"MIMAT0019054","hsa-miR-4517","microRNA 4517",1.35,0,0.87,0,2.23,0,0,0,0,0,0,0,0,3.08,4.11,3.8,0,7.22,5.77,1.68,1.33,1.51,2.96,2.19,0.41,0,3.62,0,5.02,1.98,0,0.81,1.18,1.53,0.56,2.06,0,1.1,0,0,0.47,0
"3145","MIR4518","ENSG00000266305",100616405,"MIMAT0019055","hsa-miR-4518","microRNA 4518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3146","MIR4518","ENSG00000266305",100616405,"MI0016884","hsa-mir-4518","microRNA 4518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3147","MIR4519","ENSG00000265991",100616231,"MI0016885","hsa-mir-4519","microRNA 4519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0
"3148","MIR4519","ENSG00000265991",100616231,"MIMAT0019056","hsa-miR-4519","microRNA 4519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0
"3149","MIR452","ENSG00000283751",574412,"MIMAT0001635","hsa-miR-452-5p","microRNA 452",203.91,121.45,171.39,95.8,149.41,0,90.78,98.98,87.41,119.83,69.08,69.47,31.85,73.99,45.25,38.91,76.16,84.19,44.02,20.17,13.25,15.12,25.43,25.17,138.66,78.47,14.5,16.3,27.1,81.83,28.5,28.81,15.8,44.25,39.25,76.59,10.15,6.57,2.26,12.12,13.29,28.96
"3150","MIR452","ENSG00000283751",574412,"MI0001733","hsa-mir-452","microRNA 452",203.91,121.45,171.39,95.8,149.41,0,90.78,98.98,87.41,119.83,69.08,69.47,31.85,73.99,45.25,38.91,76.16,84.19,44.02,20.17,13.25,15.12,25.43,25.17,138.66,78.47,14.5,16.3,27.1,81.83,28.5,28.81,15.8,44.25,39.25,76.59,10.15,6.57,2.26,12.12,13.29,28.96
"3151","MIR452","ENSG00000283751",574412,"MIMAT0001636","hsa-miR-452-3p","microRNA 452",203.91,121.45,171.39,95.8,149.41,0,90.78,98.98,87.41,119.83,69.08,69.47,31.85,73.99,45.25,38.91,76.16,84.19,44.02,20.17,13.25,15.12,25.43,25.17,138.66,78.47,14.5,16.3,27.1,81.83,28.5,28.81,15.8,44.25,39.25,76.59,10.15,6.57,2.26,12.12,13.29,28.96
"3152","MIR4520A",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
