"symbol"	"ensembl"	"entrezgeneid"	"human_mirbase_id"	"human_mirbase_name"	"name"	"chr"	"strand"
"3677"	"MIR5004"	"ENSG00000284256"	100847012	"MIMAT0021028"	"hsa-miR-5004-3p"	"microRNA 5004"	"chr6"	"+"
"3678"	"MIR5004"	"ENSG00000284256"	100847012	"MIMAT0021027"	"hsa-miR-5004-5p"	"microRNA 5004"	"chr6"	"+"
"3679"	"MIR5006"	"ENSG00000284584"	100847026	"MI0017873"	"hsa-mir-5006"	"microRNA 5006"	"chr13"	"-"
"3680"	"MIR5006"	"ENSG00000284584"	100847026	"MIMAT0021033"	"hsa-miR-5006-5p"	"microRNA 5006"	"chr13"	"-"
"3681"	"MIR5006"	"ENSG00000284584"	100847026	"MIMAT0021034"	"hsa-miR-5006-3p"	"microRNA 5006"	"chr13"	"-"
"3682"	"MIR5007"	"ENSG00000264387"	100846996	"MI0017874"	"hsa-mir-5007"	"microRNA 5007"	"chr13"	"+"
"3683"	"MIR5007"	"ENSG00000264387"	100846996	"MIMAT0021036"	"hsa-miR-5007-3p"	"microRNA 5007"	"chr13"	"+"
"3684"	"MIR5007"	"ENSG00000264387"	100846996	"MIMAT0021035"	"hsa-miR-5007-5p"	"microRNA 5007"	"chr13"	"+"
"3685"	"MIR5008"	"ENSG00000264483"	100847072	"MI0017876"	"hsa-mir-5008"	"microRNA 5008"	"chr1"	"-"
"3686"	"MIR5008"	"ENSG00000264483"	100847072	"MIMAT0021040"	"hsa-miR-5008-3p"	"microRNA 5008"	"chr1"	"-"
"3687"	"MIR5008"	"ENSG00000264483"	100847072	"MIMAT0021039"	"hsa-miR-5008-5p"	"microRNA 5008"	"chr1"	"-"
"3694"	"MIR5009"	"ENSG00000264796"	100846993	"MIMAT0021041"	"hsa-miR-5009-5p"	"microRNA 5009"	"chr15"	"-"
"3695"	"MIR5009"	"ENSG00000264796"	100846993	"MIMAT0021042"	"hsa-miR-5009-3p"	"microRNA 5009"	"chr15"	"-"
"3696"	"MIR5009"	"ENSG00000264796"	100846993	"MI0017877"	"hsa-mir-5009"	"microRNA 5009"	"chr15"	"-"
"3697"	NA	NA	NA	"MIMAT0002871"	"hsa-miR-500a-3p"	NA	NA	NA
"3698"	NA	NA	NA	"MI0003184"	"hsa-mir-500a"	NA	NA	NA
"3699"	NA	NA	NA	"MIMAT0004773"	"hsa-miR-500a-5p"	NA	NA	NA
"3700"	"MIR500A"	"ENSG00000207785"	574502	NA	NA	"microRNA 500a"	"chrX"	"+"
"3701"	NA	NA	NA	"MIMAT0027032"	"hsa-miR-500b-3p"	NA	NA	NA
"3702"	NA	NA	NA	"MIMAT0016925"	"hsa-miR-500b-5p"	NA	NA	NA
"3703"	NA	NA	NA	"MI0015903"	"hsa-mir-500b"	NA	NA	NA
"3704"	"MIR500B"	"ENSG00000239057"	100422911	NA	NA	"microRNA 500b"	"chrX"	"+"
"3705"	"MIR501"	"ENSG00000211538"	574503	"MI0003185"	"hsa-mir-501"	"microRNA 501"	"chrX"	"+"
"3706"	"MIR501"	"ENSG00000211538"	574503	"MIMAT0004774"	"hsa-miR-501-3p"	"microRNA 501"	"chrX"	"+"
"3707"	"MIR501"	"ENSG00000211538"	574503	"MIMAT0002872"	"hsa-miR-501-5p"	"microRNA 501"	"chrX"	"+"
"3708"	"MIR5010"	"ENSG00000283929"	100847046	"MIMAT0021044"	"hsa-miR-5010-3p"	"microRNA 5010"	"chr17"	"+"
"3709"	"MIR5010"	"ENSG00000283929"	100847046	"MI0017878"	"hsa-mir-5010"	"microRNA 5010"	"chr17"	"+"
"3710"	"MIR5010"	"ENSG00000283929"	100847046	"MIMAT0021043"	"hsa-miR-5010-5p"	"microRNA 5010"	"chr17"	"+"
"3711"	"MIR5011"	"ENSG00000263354"	100847002	"MIMAT0021046"	"hsa-miR-5011-3p"	"microRNA 5011"	"chr18"	"+"
"3712"	"MIR5011"	"ENSG00000263354"	100847002	"MIMAT0021045"	"hsa-miR-5011-5p"	"microRNA 5011"	"chr18"	"+"
"3713"	"MIR5011"	"ENSG00000263354"	100847002	"MI0017879"	"hsa-mir-5011"	"microRNA 5011"	"chr18"	"+"
"3714"	"MIR502"	"ENSG00000272080"	574504	"MI0003186"	"hsa-mir-502"	"microRNA 502"	"chrX"	"+"
"3715"	"MIR502"	"ENSG00000272080"	574504	"MIMAT0002873"	"hsa-miR-502-5p"	"microRNA 502"	"chrX"	"+"
"3716"	"MIR502"	"ENSG00000272080"	574504	"MIMAT0004775"	"hsa-miR-502-3p"	"microRNA 502"	"chrX"	"+"
"3717"	"MIR503HG"	NA	84848	"MI0003188"	"hsa-mir-503"	"MIR503 host gene"	"chrX"	"-"
"3718"	"MIR503HG"	NA	84848	"MIMAT0022925"	"hsa-miR-503-3p"	"MIR503 host gene"	"chrX"	"-"
"3719"	"MIR503HG"	NA	84848	"MIMAT0002874"	"hsa-miR-503-5p"	"MIR503 host gene"	"chrX"	"-"
"3720"	"MIR503"	"ENSG00000208005"	574506	"MI0003188"	"hsa-mir-503"	"microRNA 503"	"chrX"	"-"
"3721"	"MIR503"	"ENSG00000208005"	574506	"MIMAT0022925"	"hsa-miR-503-3p"	"microRNA 503"	"chrX"	"-"
"3722"	"MIR503"	"ENSG00000208005"	574506	"MIMAT0002874"	"hsa-miR-503-5p"	"microRNA 503"	"chrX"	"-"
"3723"	"MIR504"	"ENSG00000207800"	574507	"MIMAT0026612"	"hsa-miR-504-3p"	"microRNA 504"	"chrX"	"-"
"3724"	"MIR504"	"ENSG00000207800"	574507	"MIMAT0002875"	"hsa-miR-504-5p"	"microRNA 504"	"chrX"	"-"
"3725"	"MIR504"	"ENSG00000207800"	574507	"MI0003189"	"hsa-mir-504"	"microRNA 504"	"chrX"	"-"
"3726"	"MIR5047"	"ENSG00000284368"	100616408	"MIMAT0020541"	"hsa-miR-5047"	"microRNA 5047"	"chr17"	"-"
"3727"	"MIR5047"	"ENSG00000284368"	100616408	"MI0017932"	"hsa-mir-5047"	"microRNA 5047"	"chr17"	"-"
"3728"	"MIR505"	"ENSG00000207633"	574508	"MIMAT0002876"	"hsa-miR-505-3p"	"microRNA 505"	"chrX"	"-"
"3729"	"MIR505"	"ENSG00000207633"	574508	"MIMAT0004776"	"hsa-miR-505-5p"	"microRNA 505"	"chrX"	"-"
"3730"	"MIR505"	"ENSG00000207633"	574508	"MI0003190"	"hsa-mir-505"	"microRNA 505"	"chrX"	"-"
"3731"	"MIR506"	"ENSG00000207731"	574511	"MIMAT0022701"	"hsa-miR-506-5p"	"microRNA 506"	"chrX"	"-"
"3732"	"MIR506"	"ENSG00000207731"	574511	"MI0003193"	"hsa-mir-506"	"microRNA 506"	"chrX"	"-"
"3733"	"MIR506"	"ENSG00000207731"	574511	"MIMAT0002878"	"hsa-miR-506-3p"	"microRNA 506"	"chrX"	"-"
"3734"	"MIR507"	"ENSG00000207969"	574512	"MI0003194"	"hsa-mir-507"	"microRNA 507"	"chrX"	"-"
"3735"	"MIR507"	"ENSG00000207969"	574512	"MIMAT0002879"	"hsa-miR-507"	"microRNA 507"	"chrX"	"-"
"3736"	"MIR508"	"ENSG00000207589"	574513	"MI0003195"	"hsa-mir-508"	"microRNA 508"	"chrX"	"-"
"3737"	"MIR508"	"ENSG00000207589"	574513	"MIMAT0002880"	"hsa-miR-508-3p"	"microRNA 508"	"chrX"	"-"
"3738"	"MIR508"	"ENSG00000207589"	574513	"MIMAT0004778"	"hsa-miR-508-5p"	"microRNA 508"	"chrX"	"-"
"3739"	"MIR5087"	"ENSG00000283676"	100847044	"MI0017976"	"hsa-mir-5087"	"microRNA 5087"	"chr1"	"-"
"3740"	"MIR5087"	"ENSG00000283676"	100847044	"MIMAT0021079"	"hsa-miR-5087"	"microRNA 5087"	"chr1"	"-"
"3743"	"MIR5088"	"ENSG00000274306"	100847074	"MI0017977"	"hsa-mir-5088"	"microRNA 5088"	"chr19"	"+"
"3744"	"MIR5088"	"ENSG00000274306"	100847074	"MIMAT0027041"	"hsa-miR-5088-3p"	"microRNA 5088"	"chr19"	"+"
"3745"	"MIR5088"	"ENSG00000274306"	100847074	"MIMAT0021080"	"hsa-miR-5088-5p"	"microRNA 5088"	"chr19"	"+"
"3746"	"MIR5089"	"ENSG00000264999"	100847067	"MIMAT0021081"	"hsa-miR-5089-5p"	"microRNA 5089"	"chr17"	"+"
"3747"	"MIR5089"	"ENSG00000264999"	100847067	"MI0017978"	"hsa-mir-5089"	"microRNA 5089"	"chr17"	"+"
"3748"	"MIR5089"	"ENSG00000264999"	100847067	"MIMAT0022984"	"hsa-miR-5089-3p"	"microRNA 5089"	"chr17"	"+"
"3749"	NA	NA	NA	"MIMAT0002881_1"	"hsa-miR-509-3p"	NA	NA	NA
"3750"	NA	NA	NA	"MIMAT0004779"	"hsa-miR-509-5p"	NA	NA	NA
"3751"	NA	NA	NA	"MIMAT0002881_2"	"hsa-miR-509-3p"	NA	NA	NA
"3752"	NA	NA	NA	"MIMAT0004779_1"	"hsa-miR-509-5p"	NA	NA	NA
"3753"	NA	NA	NA	"MIMAT0002881"	"hsa-miR-509-3p"	NA	NA	NA
"3754"	"MIR509-1"	"ENSG00000208000"	574514	"MI0003196"	"hsa-mir-509-1"	"microRNA 509-1"	"chrX"	"-"
"3755"	"MIR509-2"	"ENSG00000212013"	100126301	"MI0005530"	"hsa-mir-509-2"	"microRNA 509-2"	NA	NA
"3756"	"MIR509-3"	"ENSG00000212014"	100126337	"MI0005717"	"hsa-mir-509-3"	"microRNA 509-3"	"chrX"	"-"
"3757"	"MIR509-3"	"ENSG00000212014"	100126337	"MIMAT0004975"	"hsa-miR-509-3-5p"	"microRNA 509-3"	"chrX"	"-"
"3758"	"MIR5090"	"ENSG00000284176"	100847073	"MI0017979"	"hsa-mir-5090"	"microRNA 5090"	"chr7"	"+"
"3759"	"MIR5090"	"ENSG00000284176"	100847073	"MIMAT0021082"	"hsa-miR-5090"	"microRNA 5090"	"chr7"	"+"
"3760"	"MIR5091"	"ENSG00000266240"	100847023	"MIMAT0021083"	"hsa-miR-5091"	"microRNA 5091"	"chr4"	"+"
"3761"	"MIR5091"	"ENSG00000266240"	100847023	"MI0017980"	"hsa-mir-5091"	"microRNA 5091"	"chr4"	"+"
"3762"	"MIR5092"	"ENSG00000264986"	100847039	"MI0017981"	"hsa-mir-5092"	"microRNA 5092"	"chr3"	"-"
"3763"	"MIR5092"	"ENSG00000264986"	100847039	"MIMAT0021084"	"hsa-miR-5092"	"microRNA 5092"	"chr3"	"-"
"3764"	"MIR5093"	"ENSG00000266307"	100847022	"MIMAT0021085"	"hsa-miR-5093"	"microRNA 5093"	"chr16"	"-"
"3765"	"MIR5093"	"ENSG00000266307"	100847022	"MI0017982"	"hsa-mir-5093"	"microRNA 5093"	"chr16"	"-"
"3766"	"MIR5094"	"ENSG00000264966"	100847059	"MI0017983"	"hsa-mir-5094"	"microRNA 5094"	"chr15"	"-"
"3767"	"MIR5094"	"ENSG00000264966"	100847059	"MIMAT0021086"	"hsa-miR-5094"	"microRNA 5094"	"chr15"	"-"
"3768"	"MIR510"	"ENSG00000207641"	574515	"MI0003197"	"hsa-mir-510"	"microRNA 510"	"chrX"	"-"
"3769"	"MIR510"	"ENSG00000207641"	574515	"MIMAT0026613"	"hsa-miR-510-3p"	"microRNA 510"	"chrX"	"-"
"3770"	"MIR510"	"ENSG00000207641"	574515	"MIMAT0002882"	"hsa-miR-510-5p"	"microRNA 510"	"chrX"	"-"
"3771"	"MIR5100"	"ENSG00000263795"	100847014	"MI0019116"	"hsa-mir-5100"	"microRNA 5100"	"chr10"	"+"
"3772"	"MIR5100"	"ENSG00000263795"	100847014	"MIMAT0022259"	"hsa-miR-5100"	"microRNA 5100"	"chr10"	"+"
"3775"	"MIR511"	"ENSG00000207938"	574445	"MIMAT0026606"	"hsa-miR-511-3p"	"microRNA 511"	"chr10"	"+"
"3776"	"MIR511"	"ENSG00000207938"	574445	"MI0003127"	"hsa-mir-511"	"microRNA 511"	"chr10"	"+"
"3777"	"MIR511"	"ENSG00000207938"	574445	"MIMAT0002808"	"hsa-miR-511-5p"	"microRNA 511"	"chr10"	"+"
"3784"	NA	NA	NA	"MIMAT0002822_1"	"hsa-miR-512-5p"	NA	NA	NA
"3785"	NA	NA	NA	"MIMAT0002823"	"hsa-miR-512-3p"	NA	NA	NA
"3786"	NA	NA	NA	"MIMAT0002823_1"	"hsa-miR-512-3p"	NA	NA	NA
"3787"	NA	NA	NA	"MIMAT0002822"	"hsa-miR-512-5p"	NA	NA	NA
"3788"	"MIR512-1"	"ENSG00000207645"	574458	"MI0003140"	"hsa-mir-512-1"	"microRNA 512-1"	"chr19"	"+"
"3789"	"MIR512-2"	"ENSG00000207644"	574459	"MI0003141"	"hsa-mir-512-2"	"microRNA 512-2"	"chr19"	"+"
"3790"	NA	NA	NA	"MIMAT0004777_1"	"hsa-miR-513a-3p"	NA	NA	NA
"3791"	NA	NA	NA	"MIMAT0002877"	"hsa-miR-513a-5p"	NA	NA	NA
"3792"	NA	NA	NA	"MIMAT0004777"	"hsa-miR-513a-3p"	NA	NA	NA
"3793"	NA	NA	NA	"MIMAT0002877_1"	"hsa-miR-513a-5p"	NA	NA	NA
"3794"	NA	NA	NA	"MI0003191"	"hsa-mir-513a-1"	NA	NA	NA
"3795"	NA	NA	NA	"MI0003192"	"hsa-mir-513a-2"	NA	NA	NA
"3796"	"MIR513A1"	"ENSG00000207873"	574509	NA	NA	"microRNA 513a-1"	"chrX"	"-"
"3797"	"MIR513A2"	"ENSG00000207984"	574510	NA	NA	"microRNA 513a-2"	"chrX"	"-"
"3798"	NA	NA	NA	"MIMAT0026749"	"hsa-miR-513b-3p"	NA	NA	NA
"3799"	NA	NA	NA	"MI0006648"	"hsa-mir-513b"	NA	NA	NA
"3800"	NA	NA	NA	"MIMAT0005788"	"hsa-miR-513b-5p"	NA	NA	NA
"3801"	"MIR513B"	"ENSG00000207871"	100313822	NA	NA	"microRNA 513b"	"chrX"	"-"
"3802"	NA	NA	NA	"MIMAT0005789"	"hsa-miR-513c-5p"	NA	NA	NA
"3803"	NA	NA	NA	"MI0006649"	"hsa-mir-513c"	NA	NA	NA
"3804"	NA	NA	NA	"MIMAT0022728"	"hsa-miR-513c-3p"	NA	NA	NA
"3805"	"MIR513C"	"ENSG00000216171"	100302114	NA	NA	"microRNA 513c"	"chrX"	"-"
"3806"	NA	NA	NA	"MIMAT0022702_1"	"hsa-miR-514a-5p"	NA	NA	NA
"3807"	NA	NA	NA	"MIMAT0002883_2"	"hsa-miR-514a-3p"	NA	NA	NA
"3808"	NA	NA	NA	"MIMAT0022702_2"	"hsa-miR-514a-5p"	NA	NA	NA
"3809"	NA	NA	NA	"MIMAT0022702"	"hsa-miR-514a-5p"	NA	NA	NA
"3810"	NA	NA	NA	"MIMAT0002883_1"	"hsa-miR-514a-3p"	NA	NA	NA
"3811"	NA	NA	NA	"MIMAT0002883"	"hsa-miR-514a-3p"	NA	NA	NA
"3812"	NA	NA	NA	"MI0003198"	"hsa-mir-514a-1"	NA	NA	NA
"3813"	NA	NA	NA	"MI0003199"	"hsa-mir-514a-2"	NA	NA	NA
"3814"	NA	NA	NA	"MI0003200"	"hsa-mir-514a-3"	NA	NA	NA
"3815"	"MIR514A1"	"ENSG00000207868"	574516	NA	NA	"microRNA 514a-1"	"chrX"	"-"
"3816"	"MIR514A2"	"ENSG00000207866"	574517	NA	NA	"microRNA 514a-2"	"chrX"	"-"
"3817"	"MIR514A3"	"ENSG00000207867"	574518	NA	NA	"microRNA 514a-3"	NA	NA
"3818"	NA	NA	NA	"MIMAT0015088"	"hsa-miR-514b-3p"	NA	NA	NA
"3819"	NA	NA	NA	"MIMAT0015087"	"hsa-miR-514b-5p"	NA	NA	NA
"3820"	NA	NA	NA	"MI0014251"	"hsa-mir-514b"	NA	NA	NA
"3821"	"MIR514B"	"ENSG00000252583"	100422847	NA	NA	"microRNA 514b"	"chrX"	"-"
"3822"	NA	NA	NA	"MIMAT0002826"	"hsa-miR-515-5p"	NA	NA	NA
"3823"	NA	NA	NA	"MIMAT0002826_1"	"hsa-miR-515-5p"	NA	NA	NA
"3824"	NA	NA	NA	"MIMAT0002827"	"hsa-miR-515-3p"	NA	NA	NA
"3825"	NA	NA	NA	"MIMAT0002827_1"	"hsa-miR-515-3p"	NA	NA	NA
"3826"	"MIR515-1"	"ENSG00000207616"	574462	"MI0003144"	"hsa-mir-515-1"	"microRNA 515-1"	"chr19"	"+"
"3827"	"MIR515-2"	"ENSG00000207615"	574465	"MI0003147"	"hsa-mir-515-2"	"microRNA 515-2"	NA	NA
"3828"	NA	NA	NA	"MIMAT0006778_1"	"hsa-miR-516a-3p"	NA	NA	NA
"3829"	NA	NA	NA	"MIMAT0004770"	"hsa-miR-516a-5p"	NA	NA	NA
"3830"	NA	NA	NA	"MIMAT0004770_1"	"hsa-miR-516a-5p"	NA	NA	NA
"3831"	NA	NA	NA	"MIMAT0006778"	"hsa-miR-516a-3p"	NA	NA	NA
"3832"	NA	NA	NA	"MI0003180"	"hsa-mir-516a-1"	NA	NA	NA
"3833"	NA	NA	NA	"MI0003181"	"hsa-mir-516a-2"	NA	NA	NA
"3834"	"MIR516A1"	"ENSG00000207767"	574498	NA	NA	"microRNA 516a-1"	"chr19"	"+"
"3835"	"MIR516A2"	"ENSG00000207620"	574499	NA	NA	"microRNA 516a-2"	"chr19"	"+"
"3836"	NA	NA	NA	"MIMAT0002860_1"	"hsa-miR-516b-3p"	NA	NA	NA
"3837"	NA	NA	NA	"MIMAT0002859"	"hsa-miR-516b-5p"	NA	NA	NA
"3838"	NA	NA	NA	"MIMAT0002860"	"hsa-miR-516b-3p"	NA	NA	NA
"3839"	NA	NA	NA	"MIMAT0002859_1"	"hsa-miR-516b-5p"	NA	NA	NA
"3840"	NA	NA	NA	"MI0003172"	"hsa-mir-516b-1"	NA	NA	NA
"3841"	NA	NA	NA	"MI0003167"	"hsa-mir-516b-2"	NA	NA	NA
"3842"	"MIR516B1"	"ENSG00000207946"	574490	NA	NA	"microRNA 516b-1"	"chr19"	"+"
"3843"	"MIR516B2"	"ENSG00000207925"	574485	NA	NA	"microRNA 516b-2"	"chr19"	"+"
"3844"	NA	NA	NA	"MIMAT0002851_2"	"hsa-miR-517-5p"	NA	NA	NA
"3845"	NA	NA	NA	"MIMAT0002851"	"hsa-miR-517-5p"	NA	NA	NA
"3846"	NA	NA	NA	"MIMAT0002851_1"	"hsa-miR-517-5p"	NA	NA	NA
"3847"	NA	NA	NA	"MIMAT0002852"	"hsa-miR-517a-3p"	NA	NA	NA
"3848"	NA	NA	NA	"MI0003161"	"hsa-mir-517a"	NA	NA	NA
"3849"	"MIR517A"	"ENSG00000207734"	574479	NA	NA	"microRNA 517a"	"chr19"	"+"
"3850"	NA	NA	NA	"MI0003165"	"hsa-mir-517b"	NA	NA	NA
"3851"	NA	NA	NA	"MIMAT0002857"	"hsa-miR-517b-3p"	NA	NA	NA
"3852"	"MIR517B"	"ENSG00000207837"	574483	NA	NA	"microRNA 517b"	"chr19"	"+"
"3853"	NA	NA	NA	"MI0003174"	"hsa-mir-517c"	NA	NA	NA
"3854"	NA	NA	NA	"MIMAT0002866"	"hsa-miR-517c-3p"	NA	NA	NA
"3855"	"MIR517C"	"ENSG00000207838"	574492	NA	NA	"microRNA 517c"	"chr19"	"+"
"3856"	"MIR5186"	"ENSG00000264330"	100847036	"MI0018165"	"hsa-mir-5186"	"microRNA 5186"	"chr3"	"-"
"3857"	"MIR5186"	"ENSG00000264330"	100847036	"MIMAT0021116"	"hsa-miR-5186"	"microRNA 5186"	"chr3"	"-"
"3858"	"MIR5187"	"ENSG00000284035"	100847090	"MIMAT0021117"	"hsa-miR-5187-5p"	"microRNA 5187"	"chr1"	"+"
"3859"	"MIR5187"	"ENSG00000284035"	100847090	"MI0018166"	"hsa-mir-5187"	"microRNA 5187"	"chr1"	"+"
"3860"	"MIR5187"	"ENSG00000284035"	100847090	"MIMAT0021118"	"hsa-miR-5187-3p"	"microRNA 5187"	"chr1"	"+"
"3867"	"MIR5188"	"ENSG00000265345"	100847004	"MI0018167"	"hsa-mir-5188"	"microRNA 5188"	"chr12"	"+"
"3868"	"MIR5188"	"ENSG00000265345"	100847004	"MIMAT0021119"	"hsa-miR-5188"	"microRNA 5188"	"chr12"	"+"
"3869"	"MIR5189"	"ENSG00000263456"	100847057	"MIMAT0021120"	"hsa-miR-5189-5p"	"microRNA 5189"	"chr16"	"+"
"3870"	"MIR5189"	"ENSG00000263456"	100847057	"MI0018168"	"hsa-mir-5189"	"microRNA 5189"	"chr16"	"+"
"3871"	"MIR5189"	"ENSG00000263456"	100847057	"MIMAT0027088"	"hsa-miR-5189-3p"	"microRNA 5189"	"chr16"	"+"
"3872"	NA	NA	NA	"MIMAT0005457"	"hsa-miR-518a-5p"	NA	NA	NA
"3873"	NA	NA	NA	"MIMAT0002863"	"hsa-miR-518a-3p"	NA	NA	NA
"3874"	NA	NA	NA	"MIMAT0005457_1"	"hsa-miR-518a-5p"	NA	NA	NA
"3875"	NA	NA	NA	"MIMAT0002863_1"	"hsa-miR-518a-3p"	NA	NA	NA
"3876"	NA	NA	NA	"MI0003170"	"hsa-mir-518a-1"	NA	NA	NA
"3877"	NA	NA	NA	"MI0003173"	"hsa-mir-518a-2"	NA	NA	NA
"3878"	"MIR518A1"	"ENSG00000207803"	574488	NA	NA	"microRNA 518a-1"	"chr19"	"+"
"3879"	"MIR518A2"	"ENSG00000207699"	574491	NA	NA	"microRNA 518a-2"	"chr19"	"+"
"3880"	NA	NA	NA	"MIMAT0002844"	"hsa-miR-518b"	NA	NA	NA
"3881"	NA	NA	NA	"MI0003156"	"hsa-mir-518b"	NA	NA	NA
"3882"	"MIR518B"	"ENSG00000207862"	574474	NA	NA	"microRNA 518b"	"chr19"	"+"
"3883"	NA	NA	NA	"MI0003159"	"hsa-mir-518c"	NA	NA	NA
"3884"	NA	NA	NA	"MIMAT0002848"	"hsa-miR-518c-3p"	NA	NA	NA
"3885"	NA	NA	NA	"MIMAT0002847"	"hsa-miR-518c-5p"	NA	NA	NA
"3886"	"MIR518C"	"ENSG00000283490"	574477	NA	NA	"microRNA 518c"	"chr19"	"+"
"3887"	NA	NA	NA	"MIMAT0005456"	"hsa-miR-518d-5p"	NA	NA	NA
"3888"	NA	NA	NA	"MI0003171"	"hsa-mir-518d"	NA	NA	NA
"3889"	NA	NA	NA	"MIMAT0002864"	"hsa-miR-518d-3p"	NA	NA	NA
"3890"	"MIR518D"	"ENSG00000283330"	574489	NA	NA	"microRNA 518d"	"chr19"	"+"
"3891"	NA	NA	NA	"MI0003169"	"hsa-mir-518e"	NA	NA	NA
"3892"	NA	NA	NA	"MIMAT0002861"	"hsa-miR-518e-3p"	NA	NA	NA
"3893"	NA	NA	NA	"MIMAT0005450"	"hsa-miR-518e-5p"	NA	NA	NA
"3894"	"MIR518E"	"ENSG00000207987"	574487	NA	NA	"microRNA 518e"	"chr19"	"+"
"3895"	NA	NA	NA	"MI0003154"	"hsa-mir-518f"	NA	NA	NA
"3896"	NA	NA	NA	"MIMAT0002841"	"hsa-miR-518f-5p"	NA	NA	NA
"3897"	NA	NA	NA	"MIMAT0002842"	"hsa-miR-518f-3p"	NA	NA	NA
"3898"	"MIR518F"	"ENSG00000207706"	574472	NA	NA	"microRNA 518f"	"chr19"	"+"
"3899"	"MIR5190"	"ENSG00000266146"	100847080	"MIMAT0021121"	"hsa-miR-5190"	"microRNA 5190"	"chr18"	"+"
"3900"	"MIR5190"	"ENSG00000266146"	100847080	"MI0018169"	"hsa-mir-5190"	"microRNA 5190"	"chr18"	"+"
"3901"	"MIR5191"	"ENSG00000264802"	100847050	"MIMAT0021122"	"hsa-miR-5191"	"microRNA 5191"	"chr1"	"+"
"3902"	"MIR5191"	"ENSG00000264802"	100847050	"MI0018170"	"hsa-mir-5191"	"microRNA 5191"	"chr1"	"+"
"3905"	"MIR5192"	"ENSG00000266097"	100847087	"MI0018171"	"hsa-mir-5192"	"microRNA 5192"	"chr2"	"+"
"3906"	"MIR5192"	"ENSG00000266097"	100847087	"MIMAT0021123"	"hsa-miR-5192"	"microRNA 5192"	"chr2"	"+"
"3907"	"MIR5193"	"ENSG00000283726"	100847079	"MIMAT0021124"	"hsa-miR-5193"	"microRNA 5193"	"chr3"	"-"
"3908"	"MIR5193"	"ENSG00000283726"	100847079	"MI0018172"	"hsa-mir-5193"	"microRNA 5193"	"chr3"	"-"
"3909"	"MIR5194"	"ENSG00000264653"	100847051	"MI0018173"	"hsa-mir-5194"	"microRNA 5194"	"chr8"	"-"
"3910"	"MIR5194"	"ENSG00000264653"	100847051	"MIMAT0021125"	"hsa-miR-5194"	"microRNA 5194"	"chr8"	"-"
"3911"	"MIR5195"	"ENSG00000265929"	100847062	"MIMAT0021127"	"hsa-miR-5195-3p"	"microRNA 5195"	"chr14"	"-"
"3912"	"MIR5195"	"ENSG00000265929"	100847062	"MIMAT0021126"	"hsa-miR-5195-5p"	"microRNA 5195"	"chr14"	"-"
"3913"	"MIR5195"	"ENSG00000265929"	100847062	"MI0018174"	"hsa-mir-5195"	"microRNA 5195"	"chr14"	"-"
"3914"	"MIR5196"	"ENSG00000284034"	100847070	"MIMAT0021129"	"hsa-miR-5196-3p"	"microRNA 5196"	"chr19"	"+"
"3915"	"MIR5196"	"ENSG00000284034"	100847070	"MI0018175"	"hsa-mir-5196"	"microRNA 5196"	"chr19"	"+"
"3916"	"MIR5196"	"ENSG00000284034"	100847070	"MIMAT0021128"	"hsa-miR-5196-5p"	"microRNA 5196"	"chr19"	"+"
"3917"	"MIR5197"	"ENSG00000266478"	100846991	"MI0018176"	"hsa-mir-5197"	"microRNA 5197"	"chr5"	"+"
"3918"	"MIR5197"	"ENSG00000266478"	100846991	"MIMAT0021130"	"hsa-miR-5197-5p"	"microRNA 5197"	"chr5"	"+"
"3919"	"MIR5197"	"ENSG00000266478"	100846991	"MIMAT0021131"	"hsa-miR-5197-3p"	"microRNA 5197"	"chr5"	"+"
"3920"	NA	NA	NA	"MIMAT0002869"	"hsa-miR-519a-3p"	NA	NA	NA
"3921"	NA	NA	NA	"MIMAT0005452"	"hsa-miR-519a-5p"	NA	NA	NA
"3922"	NA	NA	NA	"MIMAT0002869_1"	"hsa-miR-519a-3p"	NA	NA	NA
"3923"	NA	NA	NA	"MI0003178"	"hsa-mir-519a-1"	NA	NA	NA
"3924"	NA	NA	NA	"MI0003182"	"hsa-mir-519a-2"	NA	NA	NA
"3925"	NA	NA	NA	"MIMAT0037327"	"hsa-miR-519a-2-5p"	NA	NA	NA
"3926"	"MIR519A1"	"ENSG00000207992"	574496	NA	NA	"microRNA 519a-1"	"chr19"	"+"
"3927"	"MIR519A2"	"ENSG00000284362"	574500	NA	NA	"microRNA 519a-2"	"chr19"	"+"
"3928"	NA	NA	NA	"MI0003151"	"hsa-mir-519b"	NA	NA	NA
"3929"	NA	NA	NA	"MIMAT0005454"	"hsa-miR-519b-5p"	NA	NA	NA
"3930"	NA	NA	NA	"MIMAT0002837"	"hsa-miR-519b-3p"	NA	NA	NA
"3931"	"MIR519B"	"ENSG00000207825"	574469	NA	NA	"microRNA 519b"	"chr19"	"+"
"3932"	NA	NA	NA	"MIMAT0002831"	"hsa-miR-519c-5p"	NA	NA	NA
"3933"	NA	NA	NA	"MIMAT0002832"	"hsa-miR-519c-3p"	NA	NA	NA
"3934"	NA	NA	NA	"MI0003148"	"hsa-mir-519c"	NA	NA	NA
"3935"	"MIR519C"	"ENSG00000207788"	574466	NA	NA	"microRNA 519c"	"chr19"	"+"
"3936"	NA	NA	NA	"MIMAT0002853"	"hsa-miR-519d-3p"	NA	NA	NA
